"Country","Year","Daily Cigarettes","Total Smokers","Total Female Smokers","Total Male Smokers","Population","Continent"
"Central African Republic",1980,16.5,109972,7786,102186,2199359,"Africa"
"Central African Republic",1981,16.700001,113458,8000,105458,2264441,"Africa"
"Central African Republic",1982,16.9,117252,8225,109027,2335339,"Africa"
"Central African Republic",1983,17,121010,8435,112575,2408322,"Africa"
"Central African Republic",1984,17.1,124609,8637,115972,2478382,"Africa"
"Central African Republic",1985,17.299999,127768,8827,118941,2542170,"Africa"
"Central African Republic",1986,17.6,130405,8999,121405,2597765,"Africa"
"Central African Republic",1987,17.700001,132452,9153,123300,2646836,"Africa"
"Central African Republic",1988,17.9,134212,9304,124909,2693974,"Africa"
"Central African Republic",1989,18,136139,9457,126683,2745735,"Africa"
"Central African Republic",1990,18,138513,9626,128887,2806740,"Africa"
"Central African Republic",1991,18,141446,9815,131631,2878507,"Africa"
"Central African Republic",1992,17.9,144795,10011,134784,2959236,"Africa"
"Central African Republic",1993,17.6,148440,10209,138232,3046148,"Africa"
"Central African Republic",1994,17.4,152160,10405,141755,3135017,"Africa"
"Central African Republic",1995,17.200001,155864,10605,145259,3222662,"Africa"
"Central African Republic",1996,16.9,159355,10794,148561,3308235,"Africa"
"Central African Republic",1997,16.6,163142,11223,151919,3392432,"Africa"
"Central African Republic",1998,16.299999,167014,11859,155155,3475485,"Africa"
"Central African Republic",1999,16,170720,12519,158200,3558019,"Africa"
"Central African Republic",2000,15.7,174166,13135,161031,3640421,"Africa"
"Central African Republic",2001,15.4,177345,13691,163653,3722016,"Africa"
"Central African Republic",2002,15.1,180344,14190,166154,3802129,"Africa"
"Central African Republic",2003,14.7,183295,14662,168633,3881185,"Africa"
"Central African Republic",2004,14.3,186659,15145,171515,3959883,"Africa"
"Central African Republic",2005,13.8,190544,15649,174895,4038380,"Africa"
"Central African Republic",2006,13.5,194877,16168,178709,4118075,"Africa"
"Central African Republic",2007,13.1,199795,16690,183105,4198004,"Africa"
"Central African Republic",2008,12.8,205092,17227,187865,4273368,"Africa"
"Central African Republic",2009,12.5,210536,17752,192784,4337623,"Africa"
"Central African Republic",2010,12.2,216146,18297,197849,4386765,"Africa"
"Central African Republic",2011,12,221779,18864,202916,4418639,"Africa"
"Central African Republic",2012,11.8,227460,19430,208031,4436411,"Africa"
"Chad",1980,1.8,183784,28295,155488,4514427,"Africa"
"Chad",1981,1.9,186768,28748,158021,4612858,"Africa"
"Chad",1982,2,190017,29227,160790,4718157,"Africa"
"Chad",1983,2.0999999,193562,29725,163836,4832316,"Africa"
"Chad",1984,2.2,197524,30294,167230,4957561,"Africa"
"Chad",1985,2.2,201835,30921,170915,5095400,"Africa"
"Chad",1986,2.2,206593,31597,174996,5247281,"Africa"
"Chad",1987,2.2,211837,32335,179502,5412844,"Africa"
"Chad",1988,2.2,217252,33075,184178,5589624,"Africa"
"Chad",1989,2.0999999,222840,33795,189045,5773930,"Africa"
"Chad",1990,2.0999999,228596,34513,194083,5963250,"Africa"
"Chad",1991,2.0999999,234287,35194,199092,6157085,"Africa"
"Chad",1992,2.0999999,240207,35861,204346,6356741,"Africa"
"Chad",1993,2.0999999,246404,36566,209838,6563925,"Africa"
"Chad",1994,2.0999999,252976,37329,215647,6781057,"Africa"
"Chad",1995,2.0999999,260096,38158,221938,7010159,"Africa"
"Chad",1996,2.0999999,267654,39057,228598,7250974,"Africa"
"Chad",1997,2.2,275256,39778,235478,7503494,"Africa"
"Chad",1998,2.2,283402,40695,242707,7770053,"Africa"
"Chad",1999,2.2,292377,41799,250578,8053532,"Africa"
"Chad",2000,2.2,302215,43041,259173,8355654,"Africa"
"Chad",2001,2.2,312708,44393,268316,8678049,"Africa"
"Chad",2002,2.0999999,323846,45838,278008,9019226,"Africa"
"Chad",2003,2,335601,47374,288227,9373913,"Africa"
"Chad",2004,1.8,347067,48860,298207,9734761,"Africa"
"Chad",2005,1.6,358696,50337,308359,10096630,"Africa"
"Chad",2006,1.5,370591,51736,318854,10457122,"Africa"
"Chad",2007,1.3,382316,53042,329274,10818031,"Africa"
"Chad",2008,1.3,394405,54369,340036,11183589,"Africa"
"Chad",2009,1.2,406912,55783,351130,11560142,"Africa"
"Chad",2010,1.1,420213,57307,362906,11952134,"Africa"
"Chad",2011,1,434156,58959,375197,12360986,"Africa"
"Chad",2012,1,448334,60789,387544,12784748,"Africa"
"Chile",1980,8.8000002,2650399,1244869,1405531,11419350,"South America"
"Chile",1981,8.6000004,2711960,1273952,1438008,11582020,"South America"
"Chile",1982,8.5,2779167,1305512,1473655,11743909,"South America"
"Chile",1983,8.5,2848293,1337635,1510658,11907955,"South America"
"Chile",1984,8.5,2917797,1369644,1548153,12078137,"South America"
"Chile",1985,8.3999996,2989474,1402665,1586809,12257238,"South America"
"Chile",1986,8.3999996,3063601,1437156,1626445,12445833,"South America"
"Chile",1987,8.3999996,3139090,1472218,1666873,12642917,"South America"
"Chile",1988,8.3999996,3217153,1508696,1708457,12847712,"South America"
"Chile",1989,8.3999996,3297825,1547025,1750800,13058758,"South America"
"Chile",1990,8.5,3382732,1587379,1795353,13274617,"South America"
"Chile",1991,8.5,3469204,1629116,1840088,13495255,"South America"
"Chile",1992,8.5,3553695,1670903,1882792,13719818,"South America"
"Chile",1993,8.5,3639119,1714047,1925072,13944934,"South America"
"Chile",1994,8.6000004,3726079,1758326,1967753,14166346,"South America"
"Chile",1995,8.6000004,3811405,1802648,2008757,14380864,"South America"
"Chile",1996,8.6000004,3894049,1846433,2047617,14587367,"South America"
"Chile",1997,8.6999998,3918566,1862195,2056372,14786227,"South America"
"Chile",1998,8.8000002,3943501,1876094,2067407,14977736,"South America"
"Chile",1999,8.8999996,3963035,1885732,2077304,15162801,"South America"
"Chile",2000,9,3965533,1885147,2080385,15342350,"South America"
"Chile",2001,9.3000002,3900000,1849887,2050113,15516112,"South America"
"Chile",2002,9.6000004,3832320,1812037,2020283,15684413,"South America"
"Chile",2003,9.8999996,3771233,1774320,1996912,15849649,"South America"
"Chile",2004,10.2,3674335,1720403,1953933,16014972,"South America"
"Chile",2005,10.4,3593736,1667825,1925912,16182713,"South America"
"Chile",2006,10.6,3540185,1628628,1911557,16354507,"South America"
"Chile",2007,10.4,3570236,1630498,1939738,16530201,"South America"
"Chile",2008,10.2,3630699,1647383,1983316,16708255,"South America"
"Chile",2009,9.8999996,3710267,1673561,2036706,16886184,"South America"
"Chile",2010,9.6999998,3786592,1702645,2083947,17062531,"South America"
"Chile",2011,9.3999996,3858663,1732473,2126190,17233584,"South America"
"Chile",2012,9.1999998,3923926,1761515,2162411,17400359,"South America"
"China",1980,15.5,182134868,15824409,166310457,981235000,"Asia"
"China",1981,15.7,189686844,16609818,173077020,993885000,"Asia"
"China",1982,16,197400824,17375286,180025530,1008630000,"Asia"
"China",1983,16.200001,205085745,18110351,186975395,1023310000,"Asia"
"China",1984,16.5,212631495,18791168,193840326,1036825000,"Asia"
"China",1985,16.799999,218120866,18737686,199383185,1051040000,"Asia"
"China",1986,17.200001,223101113,18548428,204552680,1066790000,"Asia"
"China",1987,17.4,227722450,18285304,209437144,1084035000,"Asia"
"China",1988,17.700001,232092410,17973371,214119056,1101630000,"Asia"
"China",1989,17.9,236188754,17647566,218541193,1118650000,"Asia"
"China",1990,18,240111211,17328735,222782483,1135185000,"Asia"
"China",1991,18.1,244015600,17037889,226977702,1150780000,"Asia"
"China",1992,18.200001,248100064,16797847,231302213,1164970000,"Asia"
"China",1993,18.200001,252423859,16622311,235801564,1178440000,"Asia"
"China",1994,18.200001,256706521,16251110,240455412,1191835000,"Asia"
"China",1995,18.200001,261196167,16036466,245159689,1204855000,"Asia"
"China",1996,18.200001,265390895,15927298,249463611,1217550000,"Asia"
"China",1997,18.5,265903437,15723877,250179571,1230075000,"Asia"
"China",1998,18.799999,265386344,15547434,249838884,1241935000,"Asia"
"China",1999,19.200001,264084665,15304502,248780148,1252735000,"Asia"
"China",2000,19.700001,260078302,14769943,245308347,1262645000,"Asia"
"China",2001,20.299999,256005262,13859588,242145667,1271850000,"Asia"
"China",2002,20.799999,253010704,13014446,239996274,1280400000,"Asia"
"China",2003,21.1,252705079,12476366,240228718,1288400000,"Asia"
"China",2004,21.200001,253628288,11929742,241698541,1296075000,"Asia"
"China",2005,21.5,254349797,11397342,242952446,1303720000,"Asia"
"China",2006,21.799999,255148820,10955928,244192904,1311020000,"Asia"
"China",2007,22.1,256260430,10662984,245597444,1317885000,"Asia"
"China",2008,22.200001,259640537,10697334,248943207,1324655000,"Asia"
"China",2009,22.200001,264132592,10847785,253284803,1331260000,"Asia"
"China",2010,22.299999,269215211,11108168,258107042,1337705000,"Asia"
"China",2011,22.299999,275388821,11578047,263810774,1345035000,"Asia"
"China",2012,22.299999,281714540,12152644,269561883,1354190000,"Asia"
"Colombia",1980,31.799999,2548818,708984,1839833,26900508,"South America"
"Colombia",1981,30.299999,2563604,717056,1846548,27496608,"South America"
"Colombia",1982,29.1,2599192,730817,1868375,28101824,"South America"
"Colombia",1983,28.1,2649698,748645,1901053,28714183,"South America"
"Colombia",1984,27.299999,2702935,767583,1935352,29331230,"South America"
"Colombia",1985,26.5,2755359,786363,1968996,29951194,"South America"
"Colombia",1986,25.700001,2797766,802315,1995451,30572479,"South America"
"Colombia",1987,24.799999,2832185,815929,2016256,31195417,"South America"
"Colombia",1988,23.9,2867127,830193,2036933,31822527,"South America"
"Colombia",1989,23.200001,2901078,844921,2056157,32457497,"South America"
"Colombia",1990,22.299999,2933994,860799,2073195,33102569,"South America"
"Colombia",1991,21.6,2975454,879971,2095483,33758328,"South America"
"Colombia",1992,20.700001,3015171,899490,2115681,34422568,"South America"
"Colombia",1993,19.799999,3053982,918937,2135045,35091272,"South America"
"Colombia",1994,18.799999,3084461,935826,2148634,35758978,"South America"
"Colombia",1995,17.9,3115466,954147,2161319,36421438,"South America"
"Colombia",1996,17.1,3160521,975876,2184645,37076387,"South America"
"Colombia",1997,16.6,3162924,958408,2204516,37723803,"South America"
"Colombia",1998,16.299999,3194948,956362,2238586,38364307,"South America"
"Colombia",1999,16.4,3251083,965032,2286051,38999468,"South America"
"Colombia",2000,16.4,3307089,977172,2329917,39629965,"South America"
"Colombia",2001,16.4,3364376,991257,2373119,40255956,"South America"
"Colombia",2002,16.5,3417204,1003778,2413426,40875363,"South America"
"Colombia",2003,16.5,3458024,1012014,2446011,41483872,"South America"
"Colombia",2004,16.299999,3486683,1014413,2472270,42075953,"South America"
"Colombia",2005,16.1,3487442,1002546,2484896,42647731,"South America"
"Colombia",2006,15.5,3482269,988070,2494199,43200901,"South America"
"Colombia",2007,14.7,3483700,974981,2508720,43737512,"South America"
"Colombia",2008,13.8,3490329,958044,2532285,44254972,"South America"
"Colombia",2009,12.8,3591359,953442,2637917,44750054,"South America"
"Colombia",2010,11.8,3713005,956073,2756932,45222699,"South America"
"Colombia",2011,10.9,3798307,974158,2824148,45662747,"South America"
"Colombia",2012,10.1,3874289,993157,2881132,46075721,"South America"
"Comoros",1980,3.5999999,21971,6766,15205,307831,"Africa"
"Comoros",1981,3.5,22645,6964,15681,317617,"Africa"
"Comoros",1982,3.5,23278,7151,16128,326944,"Africa"
"Comoros",1983,3.5,23884,7329,16556,336088,"Africa"
"Comoros",1984,3.5,24498,7509,16989,345455,"Africa"
"Comoros",1985,3.5,25146,7701,17445,355337,"Africa"
"Comoros",1986,3.5,25857,7914,17943,365765,"Africa"
"Comoros",1987,3.4000001,26625,8148,18477,376647,"Africa"
"Comoros",1988,3.4000001,27453,8414,19039,387964,"Africa"
"Comoros",1989,3.5,28343,8721,19622,399638,"Africa"
"Comoros",1990,3.5,29304,9073,20231,411598,"Africa"
"Comoros",1991,3.5,30328,9468,20860,423873,"Africa"
"Comoros",1992,3.5,31437,9912,21525,436454,"Africa"
"Comoros",1993,3.5,32629,10409,22220,449270,"Africa"
"Comoros",1994,3.5,33893,10962,22930,462280,"Africa"
"Comoros",1995,3.5,35244,11575,23669,475394,"Africa"
"Comoros",1996,3.5,36674,12245,24429,488625,"Africa"
"Comoros",1997,3.5,37600,12408,25192,501955,"Africa"
"Comoros",1998,3.5999999,38366,12396,25970,515382,"Africa"
"Comoros",1999,3.5999999,39122,12338,26785,528853,"Africa"
"Comoros",2000,3.7,39904,12276,27628,542358,"Africa"
"Comoros",2001,3.7,40689,12187,28502,555895,"Africa"
"Comoros",2002,3.8,41455,12033,29422,569480,"Africa"
"Comoros",2003,3.8,42119,11769,30350,583213,"Africa"
"Comoros",2004,4,41811,10533,31278,597230,"Africa"
"Comoros",2005,4.0999999,41463,9249,32214,611625,"Africa"
"Comoros",2006,4.3000002,41248,8061,33187,626427,"Africa"
"Comoros",2007,4.4000001,41172,7028,34144,641624,"Africa"
"Comoros",2008,4.5,41277,6180,35097,657227,"Africa"
"Comoros",2009,4.5999999,41540,5501,36039,673251,"Africa"
"Comoros",2010,4.6999998,41912,4974,36938,689696,"Africa"
"Comoros",2011,4.8000002,42409,4594,37815,706578,"Africa"
"Comoros",2012,4.9000001,43332,4626,38706,723865,"Africa"
"Congo",1980,23.299999,88164,5975,82189,NA,"Africa"
"Congo",1981,22.6,90205,6099,84106,NA,"Africa"
"Congo",1982,21.700001,92221,6225,85997,NA,"Africa"
"Congo",1983,20.9,94327,6364,87963,NA,"Africa"
"Congo",1984,20.1,96521,6517,90004,NA,"Africa"
"Congo",1985,19.4,98907,6685,92222,NA,"Africa"
"Congo",1986,18.9,101526,6870,94656,NA,"Africa"
"Congo",1987,18.5,104306,7065,97240,NA,"Africa"
"Congo",1988,18,107129,7257,99871,NA,"Africa"
"Congo",1989,17.4,110024,7444,102580,NA,"Africa"
"Congo",1990,17,113094,7633,105462,NA,"Africa"
"Congo",1991,16.6,116284,7818,108467,NA,"Africa"
"Congo",1992,16.299999,119520,7998,111522,NA,"Africa"
"Congo",1993,16,123021,8193,114829,NA,"Africa"
"Congo",1994,15.8,126896,8415,118481,NA,"Africa"
"Congo",1995,15.5,131031,8651,122380,NA,"Africa"
"Congo",1996,15.2,135415,8896,126519,NA,"Africa"
"Congo",1997,15,140191,9300,130891,NA,"Africa"
"Congo",1998,14.7,145061,9758,135303,NA,"Africa"
"Congo",1999,14.6,150006,10206,139800,NA,"Africa"
"Congo",2000,14.4,154668,10639,144030,NA,"Africa"
"Congo",2001,14.3,159052,11056,147996,NA,"Africa"
"Congo",2002,14.2,163221,11461,151759,NA,"Africa"
"Congo",2003,14.1,167511,11848,155663,NA,"Africa"
"Congo",2004,14.1,172081,12230,159850,NA,"Africa"
"Congo",2005,14,177193,12625,164568,NA,"Africa"
"Congo",2006,13.9,182971,13059,169912,NA,"Africa"
"Congo",2007,14,189405,13534,175872,NA,"Africa"
"Congo",2008,14,195941,14044,181896,NA,"Africa"
"Congo",2009,14.1,202214,14568,187645,NA,"Africa"
"Congo",2010,14.1,207742,15097,192644,NA,"Africa"
"Congo",2011,14.2,212726,15632,197094,NA,"Africa"
"Congo",2012,14.3,217553,16157,201396,NA,"Africa"
"Costa Rica",1980,35.200001,152579,38818,113762,2389973,"North America"
"Costa Rica",1981,34,157310,40164,117145,2455593,"North America"
"Costa Rica",1982,33.200001,162899,41736,121163,2523358,"North America"
"Costa Rica",1983,32.5,168518,43388,125131,2593015,"North America"
"Costa Rica",1984,31.700001,173835,45009,128826,2664220,"North America"
"Costa Rica",1985,31,179172,46637,132535,2736719,"North America"
"Costa Rica",1986,30.4,184242,48218,136025,2810245,"North America"
"Costa Rica",1987,29.799999,189161,49798,139362,2884856,"North America"
"Costa Rica",1988,29.299999,193991,51406,142584,2960932,"North America"
"Costa Rica",1989,28.9,198121,52794,145327,3039015,"North America"
"Costa Rica",1990,28.6,201922,54032,147890,3119436,"North America"
"Costa Rica",1991,28.4,205641,55165,150477,3202083,"North America"
"Costa Rica",1992,28.200001,208832,56043,152789,3286525,"North America"
"Costa Rica",1993,28,211988,56770,155217,3372298,"North America"
"Costa Rica",1994,28.299999,212565,54774,157790,3458829,"North America"
"Costa Rica",1995,28.6,213847,52911,160936,3545524,"North America"
"Costa Rica",1996,28.9,217740,54330,163410,3632361,"North America"
"Costa Rica",1997,28.9,224301,57199,167101,3718952,"North America"
"Costa Rica",1998,28.4,233877,61014,172863,3803893,"North America"
"Costa Rica",1999,27.700001,245920,65515,180405,3885428,"North America"
"Costa Rica",2000,26.799999,260749,70529,190220,3962369,"North America"
"Costa Rica",2001,25.9,277825,76401,201424,4034074,"North America"
"Costa Rica",2002,25.1,296420,83034,213386,4100922,"North America"
"Costa Rica",2003,24.200001,315313,90050,225263,4164053,"North America"
"Costa Rica",2004,23.4,334328,97297,237030,4225156,"North America"
"Costa Rica",2005,22.6,352473,104416,248057,4285504,"North America"
"Costa Rica",2006,21.799999,368962,111024,257938,4345421,"North America"
"Costa Rica",2007,21.1,384068,117190,266878,4404626,"North America"
"Costa Rica",2008,20.4,398507,122995,275512,4463123,"North America"
"Costa Rica",2009,19.9,413251,128798,284452,4520739,"North America"
"Costa Rica",2010,19.5,426496,134064,292433,4577371,"North America"
"Costa Rica",2011,19.1,435146,136745,298401,4633086,"North America"
"Costa Rica",2012,18.799999,442921,139043,303877,4688003,"North America"
"Cote d'Ivoire",1980,23.5,420580,50239,370341,8033652,"Africa"
"Cote d'Ivoire",1981,23.6,437809,52381,385428,8393689,"Africa"
"Cote d'Ivoire",1982,23.6,455811,54605,401206,8764991,"Africa"
"Cote d'Ivoire",1983,23.6,474200,56903,417298,9144940,"Africa"
"Cote d'Ivoire",1984,23.700001,492936,59320,433615,9530103,"Africa"
"Cote d'Ivoire",1985,23.700001,511850,61851,449999,9918204,"Africa"
"Cote d'Ivoire",1986,23.799999,530286,64431,465855,10307268,"Africa"
"Cote d'Ivoire",1987,23.799999,548612,67038,481573,10698188,"Africa"
"Cote d'Ivoire",1988,23.799999,566986,69669,497317,11094740,"Africa"
"Cote d'Ivoire",1989,23.799999,585971,72386,513585,11502453,"Africa"
"Cote d'Ivoire",1990,23.799999,605785,75283,530502,11924873,"Africa"
"Cote d'Ivoire",1991,23.799999,625896,78246,547650,12362404,"Africa"
"Cote d'Ivoire",1992,23.799999,646380,81343,565037,12812428,"Africa"
"Cote d'Ivoire",1993,23.700001,667320,84509,582811,13271638,"Africa"
"Cote d'Ivoire",1994,23.700001,687809,87660,600149,13735438,"Africa"
"Cote d'Ivoire",1995,23.6,706462,90610,615851,14199759,"Africa"
"Cote d'Ivoire",1996,23.5,723616,93293,630322,14665125,"Africa"
"Cote d'Ivoire",1997,23.4,738791,94342,644448,15130674,"Africa"
"Cote d'Ivoire",1998,23.299999,755524,93890,661634,15589407,"Africa"
"Cote d'Ivoire",1999,23,771869,92624,679246,16032573,"Africa"
"Cote d'Ivoire",2000,22.799999,786677,91024,695652,16454660,"Africa"
"Cote d'Ivoire",2001,22.5,799527,89277,710250,16853027,"Africa"
"Cote d'Ivoire",2002,22.299999,811056,87426,723630,17231539,"Africa"
"Cote d'Ivoire",2003,22,823704,85603,738101,17599613,"Africa"
"Cote d'Ivoire",2004,21.4,847352,81298,766054,17970493,"Africa"
"Cote d'Ivoire",2005,20.799999,877954,77350,800604,18354513,"Africa"
"Cote d'Ivoire",2006,20.1,914200,74073,840128,18754914,"Africa"
"Cote d'Ivoire",2007,19.5,954459,71454,883005,19171250,"Africa"
"Cote d'Ivoire",2008,18.799999,997910,69528,928382,19605568,"Africa"
"Cote d'Ivoire",2009,18.299999,1043304,68263,975042,20059147,"Africa"
"Cote d'Ivoire",2010,17.700001,1092753,67554,1025199,20532944,"Africa"
"Cote d'Ivoire",2011,17.299999,1143683,67348,1076335,21028652,"Africa"
"Cote d'Ivoire",2012,16.9,1194513,67625,1126888,21547188,"Africa"
"Croatia",1980,19,897308,399676,497632,4599782,"Europe"
"Croatia",1981,19.200001,907691,403527,504164,4611509,"Europe"
"Croatia",1982,19.299999,917845,407153,510692,4634234,"Europe"
"Croatia",1983,19.5,928145,410873,517272,4658254,"Europe"
"Croatia",1984,19.700001,940437,415310,525127,4680285,"Europe"
"Croatia",1985,19.9,954496,420437,534059,4701417,"Europe"
"Croatia",1986,20.1,971224,426477,544748,4721446,"Europe"
"Croatia",1987,20.299999,989142,432900,556243,4739745,"Europe"
"Croatia",1988,20.6,1006843,439193,567650,4755207,"Europe"
"Croatia",1989,20.9,1021917,444556,577361,4767260,"Europe"
"Croatia",1990,21.1,1031694,447959,583735,4777368,"Europe"
"Croatia",1991,21.299999,1033342,448350,584993,4689022,"Europe"
"Croatia",1992,21.4,1029038,446301,582737,4575818,"Europe"
"Croatia",1993,21.6,1020873,442578,578296,4600463,"Europe"
"Croatia",1994,21.700001,1012847,438426,574421,4652024,"Europe"
"Croatia",1995,21.9,1006557,434764,571793,4620030,"Europe"
"Croatia",1996,22.299999,995296,426246,569049,4557097,"Europe"
"Croatia",1997,22.799999,981955,414807,567148,4534920,"Europe"
"Croatia",1998,23.299999,972677,405333,567344,4532135,"Europe"
"Croatia",1999,23.700001,965672,397367,568305,4512597,"Europe"
"Croatia",2000,24.200001,963027,391786,571241,4468302,"Europe"
"Croatia",2001,24.700001,964064,388511,575554,4299642,"Europe"
"Croatia",2002,25.1,968655,387401,581254,4302174,"Europe"
"Croatia",2003,25.4,976708,388178,588530,4303399,"Europe"
"Croatia",2004,25.700001,987888,391276,596612,4304600,"Europe"
"Croatia",2005,25.9,999031,394409,604622,4310145,"Europe"
"Croatia",2006,26.200001,1009053,396770,612284,4311159,"Europe"
"Croatia",2007,26.5,1018166,398549,619617,4310217,"Europe"
"Croatia",2008,26.700001,1026135,399592,626543,4309705,"Europe"
"Croatia",2009,26.9,1029523,399300,630223,4305181,"Europe"
"Croatia",2010,27,1029750,398247,631503,4295427,"Europe"
"Croatia",2011,27.1,1027558,396421,631137,4280622,"Europe"
"Croatia",2012,27.200001,1022722,393901,628820,4267558,"Europe"
"Cuba",1980,45.200001,1468853,481304,987549,9849457,"North America"
"Cuba",1981,44.599998,1460280,482558,977722,9898891,"North America"
"Cuba",1982,43.799999,1446883,482754,964130,9940314,"North America"
"Cuba",1983,42.900002,1434526,483098,951428,9981303,"North America"
"Cuba",1984,41.799999,1421352,483088,938264,10031651,"North America"
"Cuba",1985,40.799999,1416371,484731,931639,10097910,"North America"
"Cuba",1986,39.700001,1417305,487728,929577,10183894,"North America"
"Cuba",1987,38.700001,1424389,492242,932147,10286645,"North America"
"Cuba",1988,37.700001,1431409,496537,934872,10397519,"North America"
"Cuba",1989,36.700001,1439465,501086,938379,10503967,"North America"
"Cuba",1990,36,1452023,506840,945183,10596986,"North America"
"Cuba",1991,35.5,1472953,515031,957923,10673534,"North America"
"Cuba",1992,35.200001,1506200,527598,978601,10736386,"North America"
"Cuba",1993,35.200001,1548683,542711,1005972,10789312,"North America"
"Cuba",1994,35.200001,1588324,557050,1031274,10838461,"North America"
"Cuba",1995,35.200001,1623964,570261,1053702,10888246,"North America"
"Cuba",1996,35.200001,1649775,580730,1069045,10939285,"North America"
"Cuba",1997,35.400002,1661586,585492,1076094,10989730,"North America"
"Cuba",1998,35.5,1670362,589671,1080691,11038706,"North America"
"Cuba",1999,35.400002,1671240,591949,1079291,11084673,"North America"
"Cuba",2000,35.200001,1666079,592392,1073687,11126423,"North America"
"Cuba",2001,34.900002,1657751,592301,1065449,11164676,"North America"
"Cuba",2002,34.599998,1648442,592893,1055549,11199664,"North America"
"Cuba",2003,34.200001,1638706,593293,1045412,11229185,"North America"
"Cuba",2004,33.700001,1629087,593501,1035587,11250369,"North America"
"Cuba",2005,33.200001,1616363,592311,1024051,11261586,"North America"
"Cuba",2006,32.400002,1598845,589749,1009096,11261241,"North America"
"Cuba",2007,31.700001,1581908,586384,995524,11251117,"North America"
"Cuba",2008,30.9,1572078,583950,988128,11236975,"North America"
"Cuba",2009,30.299999,1565049,581862,983186,11226711,"North America"
"Cuba",2010,29.799999,1560819,580727,980092,11225833,"North America"
"Cuba",2011,29.4,1558871,580077,978793,11236671,"North America"
"Cuba",2012,29.1,1557423,579532,977890,11257112,"North America"
"Cyprus",1980,20.4,156223,52788,103435,685408,"Europe"
"Cyprus",1981,20.200001,157136,53050,104086,689170,"Europe"
"Cyprus",1982,20,158068,53291,104777,691716,"Europe"
"Cyprus",1983,19.9,158972,53525,105446,694076,"Europe"
"Cyprus",1984,19.799999,159961,53795,106166,697715,"Europe"
"Cyprus",1985,19.700001,160918,54049,106869,703694,"Europe"
"Cyprus",1986,19.700001,161882,54329,107554,712335,"Europe"
"Cyprus",1987,19.6,163036,54690,108346,723384,"Europe"
"Cyprus",1988,19.6,164461,55116,109345,736476,"Europe"
"Cyprus",1989,19.6,166093,55605,110487,751043,"Europe"
"Cyprus",1990,19.6,167940,56207,111733,766616,"Europe"
"Cyprus",1991,19.6,169798,56863,112935,783121,"Europe"
"Cyprus",1992,19.6,171901,57610,114291,800610,"Europe"
"Cyprus",1993,19.6,173969,58351,115618,818750,"Europe"
"Cyprus",1994,19.700001,176262,59194,117068,837104,"Europe"
"Cyprus",1995,19.799999,178892,60133,118758,855391,"Europe"
"Cyprus",1996,19.799999,181671,61122,120549,873426,"Europe"
"Cyprus",1997,20.5,179692,59781,119911,891190,"Europe"
"Cyprus",1998,21,179351,59164,120187,908710,"Europe"
"Cyprus",1999,21.4,180124,59031,121094,926049,"Europe"
"Cyprus",2000,21.799999,182977,59662,123315,943288,"Europe"
"Cyprus",2001,22.200001,186618,60716,125902,960274,"Europe"
"Cyprus",2002,22.700001,191084,61768,129316,976968,"Europe"
"Cyprus",2003,23.200001,194740,62377,132363,993562,"Europe"
"Cyprus",2004,23.799999,198131,62801,135330,1010410,"Europe"
"Cyprus",2005,24.4,201257,62975,138282,1027657,"Europe"
"Cyprus",2006,25.5,201405,61539,139866,1045508,"Europe"
"Cyprus",2007,26.6,203458,60746,142713,1063708,"Europe"
"Cyprus",2008,27.700001,206444,60437,146007,1081568,"Europe"
"Cyprus",2009,28.6,210413,60745,149668,1098089,"Europe"
"Cyprus",2010,29,217310,62481,154829,1112617,"Europe"
"Cyprus",2011,29.200001,226357,65056,161301,1124837,"Europe"
"Cyprus",2012,29.299999,233246,67272,165974,1135046,"Europe"
"Czech Republic",1980,21.799999,1982081,870952,1111128,10304193,NA
"Czech Republic",1981,21.6,1980462,872182,1108280,10300591,NA
"Czech Republic",1982,21.5,1982686,874499,1108186,10314826,NA
"Czech Republic",1983,21.5,1989211,878811,1110400,10323856,NA
"Czech Republic",1984,21.5,1999209,884570,1114639,10330213,NA
"Czech Republic",1985,21.6,2011997,891359,1120638,10337118,NA
"Czech Republic",1986,21.6,2025614,898345,1127269,10342227,NA
"Czech Republic",1987,21.700001,2040662,905721,1134940,10347318,NA
"Czech Republic",1988,21.700001,2058223,914152,1144071,10355276,NA
"Czech Republic",1989,21.700001,2076997,922104,1154893,10361068,NA
"Czech Republic",1990,21.799999,2096032,929235,1166798,10333355,NA
"Czech Republic",1991,21.9,2124391,938020,1186371,10308578,NA
"Czech Republic",1992,22.200001,2151085,943246,1207839,10319123,NA
"Czech Republic",1993,22.4,2176263,945389,1230875,10329855,NA
"Czech Republic",1994,22.700001,2181712,929174,1252538,10333587,NA
"Czech Republic",1995,23.1,2175015,906814,1268200,10327253,NA
"Czech Republic",1996,23.5,2159704,882095,1277610,10315241,NA
"Czech Republic",1997,23.9,2143280,861359,1281921,10304131,NA
"Czech Republic",1998,24.200001,2136314,848336,1287978,10294373,NA
"Czech Republic",1999,24.4,2136457,841587,1294869,10283860,NA
"Czech Republic",2000,24.5,2146402,844156,1302246,10255063,NA
"Czech Republic",2001,24.5,2161287,851657,1309630,10216605,NA
"Czech Republic",2002,24.5,2184118,866005,1318112,10196916,NA
"Czech Republic",2003,24.200001,2224197,895800,1328397,10193998,NA
